,noFear_noChat_avg_fitness,noFear_noChat_cat_avg_fitness,noFear_noChat_count,noFear_noChat_keep,noFear_noChat_give,noFear_noChat_steal,noFear_chat_avg_fitness,noFear_chat_cat_avg_fitness,noFear_chat_count,noFear_chat_keep,noFear_chat_give,noFear_chat_steal,fear_noChat_avg_fitness,fear_noChat_cat_avg_fitness,fear_noChat_count,fear_noChat_keep,fear_noChat_give,fear_noChat_steal,fear_chat_avg_fitness,fear_chat_cat_avg_fitness,fear_chat_count,fear_chat_keep,fear_chat_give,fear_chat_steal,homogeneous_noFear_noChat_avg_fitness,homogeneous_noFear_noChat_cat_avg_fitness,homogeneous_noFear_noChat_count,homogeneous_noFear_noChat_keep,homogeneous_noFear_noChat_give,homogeneous_noFear_noChat_steal,homogeneous_noFear_chat_avg_fitness,homogeneous_noFear_chat_cat_avg_fitness,homogeneous_noFear_chat_count,homogeneous_noFear_chat_keep,homogeneous_noFear_chat_give,homogeneous_noFear_chat_steal,homogeneous_fear_noChat_avg_fitness,homogeneous_fear_noChat_cat_avg_fitness,homogeneous_fear_noChat_count,homogeneous_fear_noChat_keep,homogeneous_fear_noChat_give,homogeneous_fear_noChat_steal,homogeneous_fear_chat_avg_fitness,homogeneous_fear_chat_cat_avg_fitness,homogeneous_fear_chat_count,homogeneous_fear_chat_keep,homogeneous_fear_chat_give,homogeneous_fear_chat_steal,mixed_noFear_noChat_avg_fitness,mixed_noFear_noChat_cat_avg_fitness,mixed_noFear_noChat_count,mixed_noFear_noChat_keep,mixed_noFear_noChat_give,mixed_noFear_noChat_steal,mixed_noFear_chat_avg_fitness,mixed_noFear_chat_cat_avg_fitness,mixed_noFear_chat_count,mixed_noFear_chat_keep,mixed_noFear_chat_give,mixed_noFear_chat_steal,mixed_fear_noChat_avg_fitness,mixed_fear_noChat_cat_avg_fitness,mixed_fear_noChat_count,mixed_fear_noChat_keep,mixed_fear_noChat_give,mixed_fear_noChat_steal,mixed_fear_chat_avg_fitness,mixed_fear_chat_cat_avg_fitness,mixed_fear_chat_count,mixed_fear_chat_keep,mixed_fear_chat_give,mixed_fear_chat_steal
10,,,,,,,,,,,,,,,,,,,,,,,,,134.7459689496797,2.775557561562891e-17,1.0,0.2605,0.70275,0.03675,15.702341897488036,0.082328456367265,,0.236625,0.75625,0.007125,88.13173155182706,11.681310195692694,,0.22925,0.741,0.02975,79.93445706034781,3.6082248300317592e-16,,0.289,0.689625,0.021375,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,138.8836897615717,0.0,1.0,0.265625,0.70075,0.033625,17.477489083060984,0.154902605531683,,0.248625,0.74525,0.006125,96.60788331850328,8.049116928532385e-16,,0.2355,0.74725,0.01725,79.93445706034781,2.8865798640254074e-15,,0.269375,0.71725,0.013375,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,141.24502063461983,1.816594624497837,,0.256375,0.7145,0.029125,85.69328569025153,1.960931417244182e-14,,0.2565,0.7395,0.004,119.06823515731668,0.21048151780818902,,0.238125,0.75425,0.007625,91.0098172444846,0.0,,0.257125,0.734375,0.0085,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,148.42995268305202,3.493565551097653,,0.250375,0.727875,0.02175,99.06693055982392,3.235120025611535,,0.2665,0.73125,0.00225,125.5566685678361,5.460702607105381,,0.2355,0.75075,0.01375,98.1013043200848,1.110223024625156e-16,,0.241375,0.741625,0.017,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,164.8465904028761,2.498001805406602e-16,,0.244375,0.722125,0.0335,99.3220709786869,0.001175361805038,,0.268875,0.730375,0.00075,133.8269464550578,0.0,,0.228125,0.75425,0.017625,127.00990040374523,0.0015650404382070002,,0.2425,0.7495,0.008,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,183.718069947144,3.3306690738754696e-15,,0.237375,0.730625,0.032,114.02368386034428,0.0,,0.26375,0.7315,0.00475,143.52629941102413,0.022849927889223003,,0.2255,0.753875,0.020625,133.65566619829082,0.0,,0.241375,0.754,0.004625,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,184.63424510981332,4.173261970891977,,0.253125,0.721375,0.0255,135.66189483769523,5.551115123125783e-17,,0.26125,0.7375,0.00125,143.94944686961497,0.0,,0.215875,0.753,0.031125,139.05302179459366,4.163336342344337e-17,,0.2415,0.754375,0.004125,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,186.11904717255496,1.942890293094024e-16,,0.2685,0.720125,0.011375,142.58947302479197,2.775557561562891e-16,,0.266125,0.731875,0.002,148.54682100980813,1.387778780781445e-17,,0.225125,0.760375,0.0145,143.47829230393518,4.163336342344337e-17,,0.242125,0.753375,0.0045,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,188.77264099712409,0.16551986161923002,,0.262875,0.72475,0.012375,163.7687166632428,2.775557561562891e-17,,0.266,0.7315,0.0025,149.81893552906104,0.0,,0.23125,0.75975,0.009,157.48022636253,2.775557561562891e-17,,0.243125,0.75225,0.004625,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,198.8153145835304,0.19849223715824502,,0.260875,0.72975,0.009375,166.92302076609138,0.002083581452696,,0.272125,0.725375,0.0025,180.5398810317577,0.0,,0.23375,0.755,0.01125,178.30630165886038,0.0,,0.236625,0.7585,0.004875,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,202.8096206286604,2.775557561562891e-17,,0.263125,0.725375,0.0115,177.52437174501716,1.599367246706601,,0.27225,0.725625,0.002125,211.3658550262129,0.0,,0.234875,0.758875,0.00625,180.7022043749052,0.22316201155311702,,0.23675,0.749,0.01425,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,214.55246128331615,0.0,,0.259,0.728625,0.012375,196.59255417279851,7.10177112472813,,0.272625,0.72325,0.004125,227.4588893923088,0.0,,0.250375,0.743375,0.00625,190.8358995810709,0.021770393928752,,0.248125,0.7415,0.010375,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,214.96858736868396,1.6653345369377338e-16,,0.2695,0.721,0.0095,198.2869029159695,0.008383977721548001,,0.27875,0.720875,0.000375,233.1678117007983,4.440892098500626e-16,,0.247,0.745625,0.007375,205.2121658139681,0.0,,0.25625,0.741,0.00275,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,220.87418772517867,0.11238125738099101,,0.26,0.72625,0.01375,199.545353300648,0.020958340282337,,0.286,0.714,-0.0,237.8225839323235,1.221245327087672e-14,,0.244375,0.74575,0.009875,206.4117425935906,0.0,,0.262375,0.735875,0.00175,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,221.6906711567966,0.0,,0.2645,0.723375,0.012125,212.67242543550557,2.775557561562891e-17,,0.284875,0.71475,0.000375,240.9958315824577,6.508682481864981e-15,,0.243125,0.747125,0.00975,212.8864834105926,79.62363234680713,,0.266125,0.7325,0.001375,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,228.1432302081173,1.6653345369377338e-16,,0.268875,0.7185,0.012625,221.10443180719184,0.000698378791674,,0.284,0.7155,0.0005,245.63567115726323,7.632783294297951e-15,,0.25075,0.74225,0.007,218.6217867701848,79.38829394586448,,0.270125,0.728,0.001875,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,230.15583931656008,0.0,,0.2765,0.714375,0.009125,222.26164669659244,0.037163740806101006,,0.288625,0.711125,0.00025,248.93065394548057,2.484124017598787e-15,,0.2395,0.75575,0.00475,228.2056437535496,0.0,,0.271375,0.72625,0.002375,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,233.04765797744253,2.775557561562891e-17,,0.273375,0.720625,0.006,228.57046655534455,0.227932183799012,,0.289,0.7105,0.0005,250.0772882513185,2.775557561562891e-17,,0.24725,0.748125,0.004625,229.51976623211868,2.775557561562891e-17,,0.277625,0.720125,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,240.4900787776153,2.262079412673756e-15,,0.2805,0.7115,0.008,231.2484638357712,0.008786860541946,,0.286125,0.713625,0.00025,250.10459077782468,5.551115123125783e-17,,0.239625,0.755625,0.00475,241.71115926332436,6.175615574477434e-15,,0.278,0.7185,0.0035,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,242.5507985438272,1.586904995712389,,0.272625,0.71925,0.008125,241.5888251110946,0.007419167731790001,,0.2855,0.71375,0.00075,251.2317286060466,1.249000902703301e-16,,0.243625,0.748625,0.00775,242.05790488720007,2.15105711021124e-15,,0.2725,0.7235,0.004,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,251.4336838257121,109.50222728837561,,0.35425,0.64575,-0.0,245.3666883302573,0.040398990959449,,0.771,0.229,-0.0,252.4366465177828,0.168175884496109,,0.193375,0.806625,-0.0,246.1096120084821,0.17926720290678502,,0.633375,0.366625,-0.0,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,252.530126540252,170.89759201133907,,0.206375,0.793625,-0.0,251.52119263022217,0.008332822451774,,0.241,0.759,-0.0,257.1868420724824,0.0,,0.095875,0.904125,-0.0,247.69935507568465,0.024979504087624,,0.205,0.795,-0.0,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,255.11103417880295,2.900457651833221e-15,,0.26775,0.477125,0.255125,252.30401428093603,5.551115123125783e-16,,0.284,0.641,0.075,260.2937120319032,0.0,,0.25975,0.3485,0.39175,250.69637036935455,0.578507048030248,,0.315875,0.5295,0.154625,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,265.727770860956,0.917380609413949,,0.29875,0.449,0.25225,257.8015201301005,2.775557561562891e-17,,0.375,0.439,0.186,260.6428793173841,8.326672684688674e-17,,0.278875,0.433,0.288125,252.13964787704413,0.425310421723595,,0.36925,0.504,0.12675,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,269.5382808440019,0.0,,0.317375,0.57325,0.109375,264.4274823245623,0.9028567883048021,,0.360125,0.446,0.193875,262.7167405486105,0.306693472170385,,0.29025,0.613375,0.096375,253.35634966263564,2.275957200481571e-15,,0.404375,0.49775,0.097875,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,273.2985214257701,0.45208562017872306,,0.291875,0.63925,0.068875,265.2952632089057,1.027636351816915,,0.371,0.528125,0.100875,266.02913317388334,0.144169883123309,,0.235625,0.700125,0.06425,254.21499197911825,2.862987624752122e-14,,0.384,0.518125,0.097875,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,274.28972605539417,1.110223024625156e-16,,0.2625,0.691375,0.046125,270.0660765493502,0.012746253893772002,,0.341,0.60325,0.05575,273.2093941754215,1.327652176627703,,0.195625,0.74525,0.059125,254.48672882953628,0.0,,0.39525,0.549125,0.055625,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,276.77052188769505,5.551115123125783e-16,,0.244,0.726875,0.029125,272.8484046075799,0.009490044785126,,0.2935,0.667125,0.039375,275.37258102690413,1.040922754688299,,0.17225,0.798375,0.029375,256.7068875274401,0.0,,0.38225,0.553125,0.064625,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,278.0765151338546,121.72644361788696,,0.240625,0.7285,0.030875,272.86140421812667,1.57314641905388,,0.2665,0.712,0.0215,276.1342265629172,0.09863468960560501,,0.179375,0.80525,0.015375,259.1074510571239,0.0,,0.36775,0.569375,0.062875,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,286.2258807711486,103.31162071353407,,0.2465,0.729625,0.023875,276.19582228768184,3.455569164145799e-15,,0.252125,0.73825,0.009625,278.6246160333755,0.118016366228452,,0.166375,0.812875,0.02075,259.25562534816066,0.0,,0.375875,0.581,0.043125,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,286.6553565854365,2.775557561562891e-17,,0.25125,0.724375,0.024375,277.53601458116646,1.564026685940689e-14,,0.243125,0.748,0.008875,280.1855630625156,0.0,,0.174875,0.8105,0.014625,260.7790378137093,5.134781488891349e-16,,0.369625,0.605375,0.025,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,286.8985902256143,0.002072141809966,,0.2535,0.736875,0.009625,277.57852948115874,2.722095215406612,,0.235625,0.757375,0.007,280.62441752141865,3.330669073875469e-16,,0.17375,0.809,0.01725,265.32320300704976,0.0,,0.351875,0.62725,0.020875,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,289.1681705649573,4.049349509237478,,0.245625,0.741,0.013375,278.5394320709402,0.151577846008182,,0.234125,0.764,0.001875,280.68697772021824,1.3336554083309691e-14,,0.174,0.81525,0.01075,270.3341301221808,2.5591073382942158,,0.354625,0.630875,0.0145,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,289.9278626624714,3.887680250932973,,0.230125,0.752,0.017875,280.8065676542658,0.131099831324887,,0.229,0.76325,0.00775,286.47371996342963,1.8318679906315083e-15,,0.1795,0.807875,0.012625,271.5273498862601,2.8721861889616322,,0.346125,0.643,0.010875,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,290.1802203723886,2.142438734453187,,0.229875,0.757375,0.01275,289.6927148047381,0.005715714669386001,,0.23375,0.763125,0.003125,287.26547158189754,0.001120749183023,,0.180625,0.811625,0.00775,280.4391108733658,0.161603811132799,,0.357875,0.634625,0.0075,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,290.2468790191493,4.084227966498204,,0.22725,0.762375,0.010375,294.9446321583362,0.011576009446777,,0.23825,0.757375,0.004375,288.3463745645543,1.110223024625156e-16,,0.177125,0.811,0.011875,284.27890154119234,0.025310253054628,,0.3545,0.62525,0.02025,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,292.0407803796026,0.026699849520907003,,0.229375,0.76475,0.005875,295.51999348449294,1.311709748616035,,0.24775,0.744375,0.007875,289.75902771118257,0.0,,0.169625,0.815125,0.01525,285.0814893311233,0.023604248512271,,0.358125,0.62775,0.014125,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,292.63171836867,5.551115123125783e-17,,0.2225,0.77125,0.00625,298.71250000144386,1.059005601431991,,0.24625,0.749375,0.004375,290.5089121184396,0.0,,0.178,0.816,0.006,287.5064346177255,0.0,,0.37825,0.608875,0.012875,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,295.20417663718274,1.510654062969454,,0.223125,0.764375,0.0125,299.773661840307,0.0020334290580750003,,0.25775,0.741,0.00125,291.68077292833533,5.551115123125783e-16,,0.17925,0.814875,0.005875,288.19844163793346,7.2164496600635185e-16,,0.378,0.6115,0.0105,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,296.6715324320841,0.16324050678934302,,0.23525,0.759875,0.004875,302.3108977203209,2.775557561562891e-17,,0.258,0.74075,0.00125,292.583044184227,1.110223024625156e-16,,0.181625,0.81525,0.003125,288.3956302660773,2.775557561562891e-17,,0.3985,0.590125,0.011375,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,298.30313830803965,0.044850707834359,,0.23825,0.755625,0.006125,302.33796347408867,0.0,,0.25425,0.7445,0.00125,292.5854298567372,0.0,,0.168125,0.813875,0.018,289.19868801777227,1.387778780781445e-17,,0.396375,0.592125,0.0115,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,301.7413360739879,0.059285398264506003,,0.238,0.756,0.006,302.8102496460782,0.0,,0.248625,0.750125,0.00125,293.91665481195787,0.0,,0.178875,0.81075,0.010375,290.5916866678016,5.551115123125783e-17,,0.40225,0.588375,0.009375,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,303.3758211058283,1.362967479012446,,0.23675,0.756375,0.006875,305.20595561985857,1.110223024625156e-16,,0.253,0.742,0.005,294.3553750891693,0.10687344603586,,0.18225,0.8095,0.00825,291.0986197292556,1.6792123247455493e-15,,0.4135,0.5805,0.006,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,304.8661906377507,1.229584967700321,,0.2375,0.7585,0.004,306.3324261625517,0.075024708273406,,0.2485,0.746125,0.005375,299.6467867168764,5.551115123125783e-17,,0.179875,0.8145,0.005625,291.75428665921453,2.595146320061303e-15,,0.422,0.573125,0.004875,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,306.5138892875425,1.54184089465782,,0.240625,0.75775,0.001625,309.20971948451376,133.91698873006106,,0.25325,0.74425,0.0025,299.77831009576926,5.759281940243e-15,,0.169125,0.8135,0.017375,291.82392501017387,6.938893903907228e-17,,0.42625,0.5665,0.00725,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,308.9447926472015,3.290687360202295,,0.24575,0.75425,-0.0,311.2278773001255,182.8198968213141,,0.2665,0.73225,0.00125,303.95103402647624,2.289834988289385e-15,,0.18075,0.814125,0.005125,292.51791888423867,2.775557561562891e-17,,0.430625,0.566625,0.00275,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,316.2925489354749,17.557054438508775,,0.241375,0.758625,-0.0,313.4159758396647,121.28239490285422,,0.261375,0.737875,0.00075,304.83876744450845,0.0,,0.1785,0.81375,0.00775,293.4653059402385,4.163336342344337e-17,,0.441,0.55625,0.00275,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,318.49334979674506,16.042106562416503,,0.244625,0.754,0.001375,313.75737189455015,157.1857239951923,,0.257125,0.741375,0.0015,309.9085898359578,0.25899902571619204,,0.1745,0.8095,0.016,294.81137669944104,9.714451465470121e-17,,0.430625,0.5665,0.002875,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,320.0848298315855,1.110223024625156e-16,,0.24725,0.75275,-0.0,315.7907259242374,0.0,,0.263875,0.736125,-0.0,312.93718284479087,0.0,,0.18025,0.808875,0.010875,295.1339521103658,3.050337760157617e-14,,0.432375,0.563875,0.00375,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,320.549902424418,1.110223024625156e-16,,0.244125,0.754375,0.0015,317.9004192620432,0.0,,0.265125,0.733625,0.00125,316.65980138953665,8.326672684688674e-17,,0.17975,0.800875,0.019375,295.4416244930563,1.804112415015879e-15,,0.432125,0.562875,0.005,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,322.0916498670365,1.6375789613221051e-15,,0.4245,0.5755,-0.0,318.2108141498195,0.023890798371423,,0.6895,0.3105,-0.0,318.4912351915134,1.387778780781445e-17,,0.354125,0.645875,-0.0,300.7839134753428,0.0,,0.393,0.607,-0.0,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,323.1985262879425,3.4694469519536146e-15,,0.193875,0.806125,-0.0,319.3875825508077,0.001312253937244,,0.2025,0.7975,-0.0,319.141524005734,0.015856237429659,,0.13125,0.86875,-0.0,302.3205343047876,1.387778780781445e-16,,0.156875,0.839125,0.004,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,323.32171268290887,1.191253984345053e-09,,0.384125,0.323375,0.2925,323.36769444747085,1.502990920977703,,0.318875,0.521625,0.1595,320.2732585997085,3.594347042223944e-15,,0.255,0.464875,0.280125,304.7277027780274,1.110223024625156e-16,,0.219125,0.466375,0.3145,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,324.68814684113136,0.41599377730197,,0.333,0.404375,0.262625,325.06793679251604,3.3265057375331247e-14,,0.299125,0.48925,0.211625,321.55735173590057,2.914335439641036e-16,,0.3015,0.46725,0.23125,305.32488647259623,0.005629820862617,,0.317875,0.459875,0.22225,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,325.4575967525219,0.0,,0.338125,0.576375,0.0855,327.9864835179314,2.507195564694036,,0.32625,0.504875,0.168875,322.00588491057994,0.094509109097287,,0.347125,0.563625,0.08925,308.834747925447,0.0,,0.346625,0.5395,0.113875,,,,,,,,,,,,,,,,,,,,,,,,
